"year","team","conf","seed","postseason","barthag","barthag_perform","wab","wab_perform","w","adjoe","adjoe_perform","adjde","adjde_perform","tor","tord","orb","drb","ftr","ftrd","2p_o","2p_d","3p_o","3p_d","adj_t","actual_rounds","expected_rounds","round_perform","cinderella_matrix","cm_year_rank","avg_seed_cm","cm_perform","avg_round_cm","cm_round_perform"
2023,"Kent St.","MAC",13,"R64","0.7560","-0.039","0.8","-0.594",28,"107.0","-4.224","97.0","-0.445","16.3","22.3","31.3","30.2","31.5","38.1","51.4","47.9","33.2","31.0","67.8",0,"0.22","-0.220","-4.928","51","-6.387","1.459","-4.507","-0.421"
2013,"Valparaiso","Horz",14,"R64","0.7514","-0.044","-0.8","-2.194",25,"107.8","-3.424","97.9","-1.345","21.8","19.5","31.2","28.2","41.7","36.8","55.7","44.5","37.1","33.8","65.6",0,"0.15","-0.150","-4.963","52","-9.236","4.273","-4.507","-0.456"
2023,"Oral Roberts","Sum",12,"R64","0.7487","-0.046","1.6","0.206",30,"111.8","0.576","101.6","-5.045","13.3","17.4","24.5","27.7","24.2","21.7","55.9","46.8","36.5","34.3","70.2",0,"0.45","-0.450","-4.965","52","-3.085","-1.880","-4.507","-0.458"
2022,"Rutgers","B10",11,"R68","0.7629","-0.032","-0.7","-2.094",18,"106.6","-4.624","96.3","0.255","17.3","17.8","29.6","27.0","26.2","28.6","49.4","47.1","33.9","33.9","65.0",0,"0.64","-0.640","-5.041","52","0.224","-5.265","-9.897","4.856"
2014,"Tulsa","CUSA",13,"R64","0.7537","-0.041","-3.6","-4.994",21,"105.6","-5.624","95.8","0.755","16.7","20.3","30.2","29.6","47.1","47.5","49.2","43.2","32.7","35.2","68.4",0,"0.22","-0.220","-5.130","51","-6.387","1.257","-4.507","-0.623"
2014,"Manhattan","MAAC",13,"R64","0.7519","-0.043","-0.5","-1.894",25,"106.2","-5.024","96.4","0.155","19.7","21.7","34.4","33.3","55.5","52.8","48.7","44.0","36.9","32.7","69.6",0,"0.22","-0.220","-5.132","52","-6.387","1.255","-4.507","-0.625"
2023,"Nevada","MWC",11,"R68","0.7542","-0.041","0.7","-0.694",22,"109.7","-1.524","99.5","-2.945","15.3","18.5","22.8","24.9","39.1","31.8","50.2","50.0","34.4","33.0","65.9",0,"0.64","-0.640","-5.150","53","0.224","-5.374","-9.897","4.747"
2021,"Drake","MVC",11,"R64","0.7508","-0.044","1.5","0.106",25,"111.8","0.576","101.6","-5.045","15.2","18.8","31.6","24.9","25.2","29.7","54.4","49.7","36.6","30.8","66.7",0,"0.64","-0.640","-5.153","52","0.224","-5.377","-4.507","-0.646"
2014,"New Mexico St.","WAC",13,"R64","0.7385","-0.057","-2.3","-3.694",25,"111.6","0.376","102.0","-5.445","18.7","16.1","37.7","33.0","53.9","34.1","52.9","42.7","36.1","33.2","67.1",0,"0.22","-0.220","-5.346","53","-6.387","1.041","-4.507","-0.839"
2018,"Murray St.","OVC",12,"R64","0.7449","-0.050","-0.4","-1.794",26,"110.6","-0.624","100.8","-4.245","17.6","18.0","32.9","27.6","37.3","30.5","54.4","47.6","37.2","30.9","67.8",0,"0.45","-0.450","-5.369","50","-3.085","-2.284","-4.507","-0.862"
2016,"Tulsa","Amer",11,"R68","0.7486","-0.046","-1.2","-2.594",20,"109.5","-1.724","99.6","-3.045","15.6","20.4","28.0","30.5","39.6","34.6","51.1","45.0","32.6","35.9","69.4",0,"0.64","-0.640","-5.455","49","0.224","-5.679","-9.897","4.442"
2018,"St. Bonaventure","A10",11,"R64","0.7485","-0.047","1.4","0.006",26,"109.6","-1.624","99.7","-3.145","16.3","20.4","29.3","29.1","40.5","38.4","48.5","49.7","38.6","32.0","70.4",0,"0.64","-0.640","-5.456","51","0.224","-5.680","-4.507","-0.949"
2022,"Saint Peter's","MAAC",15,"E8","0.6786","-0.116","-5.6","-6.994",22,"99.4","-11.824","93.1","3.455","20.1","20.5","30.9","29.0","37.4","41.2","45.6","44.5","34.6","29.2","65.6",3,"0.25","2.750","-5.735","53","-12.279","6.544","7.704","-13.439"
2017,"Bucknell","Pat",13,"R64","0.7352","-0.060","-2.1","-3.494",26,"108.3","-2.924","99.1","-2.545","18.9","19.7","26.8","27.9","37.2","33.1","54.3","46.5","37.9","34.2","71.4",0,"0.22","-0.220","-5.749","53","-6.387","0.638","-4.507","-1.242"
2023,"Louisiana Lafayette","SB",13,"R64","0.7299","-0.065","-0.5","-1.894",26,"110.8","-0.424","101.6","-5.045","17.7","18.4","33.3","26.3","37.0","34.2","51.9","49.3","36.5","35.6","68.4",0,"0.22","-0.220","-5.754","54","-6.387","0.633","-4.507","-1.247"
2016,"South Dakota St.","Sum",12,"R64","0.7370","-0.058","-1.2","-2.594",24,"110.5","-0.724","101.1","-4.545","17.1","17.2","32.4","25.5","40.2","40.2","49.7","47.1","36.1","33.3","69.2",0,"0.45","-0.450","-5.777","50","-3.085","-2.692","-4.507","-1.270"
2013,"Florida Gulf Coast","ASun",15,"S16","0.6952","-0.100","-4.0","-5.394",24,"103.4","-7.824","96.3","0.255","21.0","22.1","32.5","32.8","35.2","32.7","52.3","46.9","33.4","31.3","69.1",2,"0.25","1.750","-5.919","53","-12.279","6.360","5.427","-11.346"
2019,"Vermont","AE",13,"R64","0.7324","-0.063","-1.0","-2.394",27,"107.0","-4.224","98.1","-1.545","16.8","19.1","27.3","22.2","35.9","27.5","51.6","46.3","35.9","35.1","66.7",0,"0.22","-0.220","-6.052","51","-6.387","0.335","-4.507","-1.545"
2023,"Furman","SC",13,"R32","0.6984","-0.097","-2.0","-3.394",28,"112.7","1.476","104.8","-8.245","15.7","18.2","28.9","27.3","34.8","31.9","58.3","51.5","34.1","32.7","68.2",1,"0.22","0.780","-6.086","55","-6.387","0.301","2.709","-8.795"
2014,"Mercer","ASun",14,"R32","0.6993","-0.096","-2.8","-4.194",24,"109.6","-1.624","101.8","-5.245","17.5","19.0","32.0","31.1","37.3","41.0","51.6","46.9","38.8","31.0","65.2",1,"0.15","0.850","-6.115","54","-9.236","3.121","2.709","-8.824"
2013,"Akron","MAC",12,"R64","0.7402","-0.055","0.3","-1.094",25,"103.4","-7.824","94.4","2.155","20.8","20.2","37.6","30.5","36.9","35.0","52.1","42.7","32.7","32.8","66.5",0,"0.45","-0.450","-6.174","54","-3.085","-3.089","-4.507","-1.667"
2016,"Temple","Amer",10,"R64","0.7318","-0.063","-0.1","-1.494",21,"106.3","-4.924","97.4","-0.845","13.8","16.2","29.1","29.7","26.6","28.7","44.9","46.3","33.7","31.2","66.5",0,"0.50","-0.500","-6.332","51","1.525","-7.857","-4.507","-1.825"
2016,"UNC Wilmington","CAA",13,"R64","0.7186","-0.076","-0.7","-2.094",23,"109.5","-1.724","100.9","-4.345","15.9","19.9","32.1","30.1","35.6","55.2","51.0","46.1","34.4","33.9","71.3",0,"0.22","-0.220","-6.365","52","-6.387","0.022","-4.507","-1.858"
2022,"Richmond","A10",12,"R32","0.7071","-0.088","-1.6","-2.994",24,"106.9","-4.324","99.1","-2.545","14.3","18.8","22.4","27.5","31.0","23.4","52.3","49.9","33.0","34.3","66.7",1,"0.45","0.550","-6.407","54","-3.085","-3.322","2.709","-9.116"
2018,"Montana","BSky",14,"R64","0.7184","-0.077","-1.1","-2.494",26,"106.7","-4.524","98.4","-1.845","17.4","21.2","33.5","26.1","38.3","41.4","51.4","46.3","33.7","35.2","69.1",0,"0.15","-0.150","-6.596","52","-9.236","2.640","-4.507","-2.089"
2015,"UC Irvine","BW",13,"R64","0.7202","-0.075","-4.6","-5.994",19,"105.1","-6.124","96.8","-0.245","18.2","17.2","30.0","30.7","30.2","35.3","47.8","42.4","38.2","33.6","63.9",0,"0.22","-0.220","-6.664","51","-6.387","-0.277","-4.507","-2.157"
2018,"UNC Greensboro","SC",13,"R64","0.7207","-0.074","-1.6","-2.994",27,"103.4","-7.824","95.2","1.355","19.8","21.4","33.7","23.9","26.0","39.2","51.1","47.3","35.0","31.9","66.2",0,"0.22","-0.220","-6.763","53","-6.387","-0.376","-4.507","-2.256"
2021,"Abilene Christian","Slnd",14,"R32","0.6977","-0.097","-1.1","-2.494",23,"101.8","-9.424","94.7","1.855","19.4","26.7","30.6","27.9","34.0","42.5","50.8","46.3","37.7","29.1","70.0",1,"0.15","0.850","-6.816","53","-9.236","2.420","2.709","-9.525"
2019,"Yale","Ivy",14,"R64","0.7034","-0.092","-0.9","-2.294",22,"110.5","-0.724","102.5","-5.945","17.8","15.2","26.3","24.6","30.1","31.1","56.0","47.8","36.5","31.0","72.2",0,"0.15","-0.150","-6.911","52","-9.236","2.325","-4.507","-2.404"
2014,"North Carolina Central","MEAC",14,"R64","0.7018","-0.093","-0.6","-1.994",26,"107.9","-3.324","100.2","-3.645","17.2","23.7","35.4","33.1","49.5","44.8","50.8","43.2","32.5","31.0","64.1",0,"0.15","-0.150","-7.212","55","-9.236","2.024","-4.507","-2.705"
2013,"Iona","MAAC",15,"R64","0.6956","-0.099","-5.9","-7.294",20,"112.8","1.576","105.0","-8.445","17.1","19.3","32.8","33.4","32.7","32.2","50.4","49.1","36.7","37.5","71.3",0,"0.25","-0.250","-7.218","55","-12.279","5.061","-4.507","-2.711"
2016,"Cal St. Bakersfield","WAC",15,"R64","0.7106","-0.084","-3.5","-4.894",21,"103.4","-7.824","95.7","0.855","18.2","21.5","34.1","29.7","38.0","42.1","48.5","42.8","34.3","33.4","68.4",0,"0.25","-0.250","-7.303","53","-12.279","4.976","-4.507","-2.796"
2021,"Liberty","ASun",13,"R64","0.6969","-0.098","-1.7","-3.094",23,"109.1","-2.124","101.5","-4.945","15.6","17.3","23.1","22.4","25.5","29.6","56.8","47.8","38.8","32.2","63.4",0,"0.22","-0.220","-7.387","54","-6.387","-1.000","-4.507","-2.880"
2015,"Harvard","Ivy",13,"R64","0.7057","-0.089","-1.3","-2.694",20,"102.4","-8.824","94.9","1.655","18.4","20.1","32.4","28.4","38.9","32.9","45.5","44.5","34.3","34.0","61.6",0,"0.22","-0.220","-7.478","52","-6.387","-1.091","-4.507","-2.971"
2019,"St. John's","BE",11,"R68","0.7067","-0.088","-1.2","-2.594",21,"107.4","-3.824","99.5","-2.945","14.3","21.2","21.8","29.4","29.5","39.7","50.7","50.3","35.8","34.2","72.3",0,"0.64","-0.640","-7.497","53","0.224","-7.721","-9.897","2.400"
2018,"Marshall","CUSA",13,"R32","0.6633","-0.132","-2.5","-3.894",25,"108.8","-2.424","102.5","-5.945","17.2","18.4","22.4","32.3","33.1","28.9","55.5","48.7","35.9","35.0","75.9",1,"0.22","0.780","-7.721","54","-6.387","-1.334","2.709","-10.430"
2018,"Georgia St.","SB",15,"R64","0.6894","-0.106","-5.1","-6.494",24,"108.8","-2.424","101.5","-4.945","16.7","20.6","25.6","33.4","30.9","38.6","50.9","44.0","38.7","33.8","67.7",0,"0.25","-0.250","-7.725","55","-12.279","4.554","-4.507","-3.218"
2013,"New Mexico St.","WAC",13,"R64","0.6992","-0.096","-3.1","-4.494",23,"102.5","-8.724","95.3","1.255","21.9","18.6","36.9","29.8","47.0","30.7","49.8","43.2","31.8","33.9","65.1",0,"0.22","-0.220","-7.785","56","-6.387","-1.398","-4.507","-3.278"
2023,"Vermont","AE",15,"R64","0.6873","-0.108","-3.8","-5.194",23,"109.7","-1.524","102.5","-5.945","14.3","16.6","19.2","22.3","28.1","26.9","55.4","50.1","36.0","35.1","64.5",0,"0.25","-0.250","-7.827","56","-12.279","4.452","-4.507","-3.320"
2021,"Winthrop","BSth",12,"R64","0.6975","-0.098","0.9","-0.494",23,"104.2","-7.024","96.9","-0.345","19.5","22.5","35.6","22.2","35.7","33.8","53.0","49.2","35.3","32.4","73.8",0,"0.45","-0.450","-7.917","55","-3.085","-4.832","-4.507","-3.410"
2016,"Iona","MAAC",13,"R64","0.6822","-0.113","-3.6","-4.994",22,"109.1","-2.124","102.1","-5.545","17.6","19.2","29.2","31.0","32.4","36.3","52.5","46.0","37.0","35.8","72.6",0,"0.22","-0.220","-8.002","54","-6.387","-1.615","-4.507","-3.495"
2023,"Montana St.","BSky",14,"R64","0.6871","-0.108","-2.7","-4.094",25,"105.1","-6.124","98.2","-1.645","17.8","20.1","25.7","25.4","44.0","35.1","52.6","48.8","31.8","34.6","66.3",0,"0.15","-0.150","-8.027","57","-9.236","1.209","-4.507","-3.520"
2017,"New Mexico St.","WAC",14,"R64","0.6783","-0.117","-0.2","-1.594",28,"109.4","-1.824","102.5","-5.945","19.5","19.1","35.6","28.5","43.3","35.2","54.2","49.1","33.5","30.3","69.1",0,"0.15","-0.150","-8.036","54","-9.236","1.200","-4.507","-3.529"
2018,"Stephen F. Austin","Slnd",14,"R64","0.6832","-0.112","-1.8","-3.194",28,"103.8","-7.424","97.1","-0.545","20.7","25.9","32.0","28.5","40.5","50.3","51.7","47.4","37.4","35.6","72.1",0,"0.15","-0.150","-8.231","56","-9.236","1.005","-4.507","-3.724"
2018,"Bucknell","Pat",14,"R64","0.6760","-0.119","-3.0","-4.394",25,"108.0","-3.224","101.3","-4.745","17.0","17.0","27.0","27.5","42.6","34.5","55.0","47.0","34.8","33.1","72.9",0,"0.15","-0.150","-8.238","57","-9.236","0.998","-4.507","-3.731"
2021,"Grand Canyon","WAC",15,"R64","0.6852","-0.110","-3.2","-4.594",17,"102.7","-8.524","96.0","0.555","20.4","16.6","32.4","22.6","34.7","29.6","55.7","44.9","32.2","29.9","65.4",0,"0.25","-0.250","-8.329","56","-12.279","3.950","-4.507","-3.822"
2021,"Eastern Washington","BSky",14,"R64","0.6729","-0.122","-3.6","-4.994",16,"107.7","-3.524","101.1","-4.545","16.5","16.5","23.9","25.8","30.4","27.7","54.2","47.6","35.9","31.6","72.2",0,"0.15","-0.150","-8.341","57","-9.236","0.895","-4.507","-3.834"
2019,"Northeastern","CAA",13,"R64","0.6712","-0.124","-2.8","-4.194",23,"109.1","-2.124","102.5","-5.945","16.6","16.7","22.7","24.6","34.3","27.8","55.8","53.0","38.2","33.7","67.5",0,"0.22","-0.220","-8.413","54","-6.387","-2.026","-4.507","-3.906"
2019,"Northern Kentucky","Horz",14,"R64","0.6719","-0.123","-2.2","-3.594",26,"107.8","-3.424","101.3","-4.745","17.8","18.4","30.6","26.0","34.8","35.2","55.0","49.9","36.0","32.0","69.3",0,"0.15","-0.150","-8.442","55","-9.236","0.794","-4.507","-3.935"
2023,"Colgate","Pat",15,"R64","0.6607","-0.134","-3.7","-5.094",26,"112.5","1.276","106.1","-9.545","15.0","17.6","25.0","24.5","27.3","20.2","56.9","51.5","40.5","35.6","67.5",0,"0.25","-0.250","-8.653","58","-12.279","3.626","-4.507","-4.146"
2016,"Fresno St.","MWC",14,"R64","0.6646","-0.130","-0.9","-2.294",23,"106.3","-4.924","100.1","-3.545","15.1","21.0","30.0","29.7","37.7","46.4","47.0","48.4","34.4","33.0","69.8",0,"0.15","-0.150","-8.749","55","-9.236","0.487","-4.507","-4.242"
2018,"Penn","Ivy",16,"R64","0.6644","-0.131","-3.3","-4.694",24,"103.6","-7.624","97.6","-1.045","16.6","17.0","23.8","22.6","33.4","31.8","53.3","48.0","34.8","30.0","70.1",0,"0.03","-0.030","-8.830","58","-18.810","9.980","-4.507","-4.323"
2015,"Northeastern","CAA",14,"R64","0.6586","-0.136","-4.6","-5.994",23,"107.0","-4.224","101.0","-4.445","21.5","15.5","30.1","25.3","41.4","25.0","53.0","49.1","38.6","34.4","63.6",0,"0.15","-0.150","-8.955","53","-9.236","0.281","-4.507","-4.448"
2014,"Louisiana Lafayette","SB",14,"R64","0.6557","-0.139","-3.8","-5.194",20,"110.5","-0.724","104.5","-7.945","18.8","18.5","36.5","31.8","44.3","44.0","49.6","50.6","37.1","33.2","70.0",0,"0.15","-0.150","-8.958","56","-9.236","0.278","-4.507","-4.451"
2013,"Harvard","Ivy",14,"R32","0.6362","-0.159","-2.6","-3.994",19,"104.9","-6.324","99.9","-3.345","20.8","20.9","25.6","31.4","49.6","31.2","51.5","48.9","39.8","33.3","64.7",1,"0.15","0.850","-8.978","57","-9.236","0.258","2.709","-11.687"
2013,"South Dakota St.","Sum",13,"R64","0.6573","-0.138","-3.2","-4.594",22,"109.7","-1.524","103.7","-7.145","16.4","17.1","28.9","26.1","33.0","24.4","50.4","49.8","38.9","35.8","64.0",0,"0.22","-0.220","-9.027","58","-6.387","-2.640","-4.507","-4.520"
2015,"New Mexico St.","WAC",15,"R64","0.6613","-0.134","-4.5","-5.894",21,"103.9","-7.324","98.1","-1.545","21.8","20.6","39.3","31.0","44.3","32.5","49.3","46.4","36.2","30.8","64.0",0,"0.25","-0.250","-9.253","54","-12.279","3.026","-4.507","-4.746"
2019,"Saint Louis","A10",13,"R64","0.6599","-0.135","-3.2","-4.594",23,"101.3","-9.924","95.7","0.855","19.3","19.4","36.0","25.1","39.4","33.5","47.2","46.7","30.4","31.4","67.7",0,"0.22","-0.220","-9.424","56","-6.387","-3.037","-4.507","-4.917"
2016,"Stony Brook","AE",13,"R64","0.6480","-0.147","-1.1","-2.494",24,"104.6","-6.624","99.2","-2.645","17.3","18.4","34.8","26.0","32.2","27.6","50.7","45.8","37.2","34.1","67.8",0,"0.22","-0.220","-9.636","56","-6.387","-3.249","-4.507","-5.129"
2023,"Kennesaw St.","ASun",14,"R64","0.6428","-0.152","-1.4","-2.794",26,"105.6","-5.624","100.3","-3.745","17.8","19.5","27.3","25.4","35.9","36.8","51.2","50.6","36.8","34.5","68.4",0,"0.15","-0.150","-9.671","59","-9.236","-0.435","-4.507","-5.164"
2019,"Georgia St.","SB",14,"R64","0.6418","-0.153","-1.3","-2.694",24,"106.4","-4.824","101.1","-4.545","16.4","21.0","23.0","33.8","35.4","30.9","51.2","51.2","38.1","32.8","71.3",0,"0.15","-0.150","-9.672","57","-9.236","-0.436","-4.507","-5.165"
2023,"Grand Canyon","WAC",14,"R64","0.6388","-0.156","-3.8","-5.194",24,"111.3","0.076","106.0","-9.445","18.1","15.1","30.2","30.4","36.9","33.2","50.4","47.1","37.6","32.3","64.9",0,"0.15","-0.150","-9.675","60","-9.236","-0.439","-4.507","-5.168"
2016,"Middle Tennessee","CUSA",15,"R32","0.6224","-0.173","-3.2","-4.594",23,"103.9","-7.324","99.5","-2.945","17.1","19.4","28.7","25.7","34.9","42.4","47.8","48.0","39.2","34.7","68.5",1,"0.25","0.750","-9.692","57","-12.279","2.587","2.709","-12.401"
2015,"Wofford","SC",12,"R64","0.6547","-0.140","0.2","-1.194",26,"102.3","-8.924","96.8","-0.245","17.2","20.0","29.4","27.7","37.6","36.4","49.1","47.3","36.8","30.9","61.2",0,"0.45","-0.450","-9.759","55","-3.085","-6.674","-4.507","-5.252"
2021,"UNC Greensboro","SC",13,"R64","0.6353","-0.160","-3.5","-4.894",21,"102.3","-8.924","97.5","-0.945","15.6","21.0","32.4","25.9","23.8","36.4","50.3","48.3","30.0","31.9","68.3",0,"0.22","-0.220","-10.249","58","-6.387","-3.862","-4.507","-5.742"
2019,"Old Dominion","CUSA",14,"R64","0.6339","-0.161","-1.8","-3.194",26,"99.3","-11.924","94.6","1.955","17.8","18.5","32.1","24.8","28.9","32.4","44.1","43.5","34.9","32.4","65.9",0,"0.15","-0.150","-10.280","58","-9.236","-1.044","-4.507","-5.773"
2014,"Delaware","CAA",13,"R64","0.6237","-0.171","-1.4","-2.794",25,"110.7","-0.524","106.0","-9.445","13.4","16.8","29.1","32.8","43.9","38.0","49.5","49.6","34.7","32.7","72.3",0,"0.22","-0.220","-10.360","57","-6.387","-3.973","-4.507","-5.853"
2016,"Chattanooga","SC",12,"R64","0.6286","-0.166","0.4","-0.994",27,"105.6","-5.624","100.8","-4.245","18.0","20.2","32.3","29.0","41.6","30.9","50.7","50.5","35.6","33.7","67.3",0,"0.45","-0.450","-10.485","58","-3.085","-7.400","-4.507","-5.978"
2014,"Eastern Kentucky","OVC",15,"R64","0.6177","-0.177","-3.3","-4.694",22,"112.1","0.876","107.5","-10.945","15.8","24.2","23.0","34.0","43.2","54.9","55.7","56.7","38.6","35.8","66.0",0,"0.25","-0.250","-10.496","58","-12.279","1.783","-4.507","-5.989"
2017,"Florida Gulf Coast","ASun",14,"R64","0.6169","-0.178","-1.7","-3.094",26,"107.8","-3.424","103.4","-6.845","17.9","17.4","33.8","29.6","33.8","35.9","55.4","51.0","33.7","31.0","67.2",0,"0.15","-0.150","-10.597","55","-9.236","-1.361","-4.507","-6.090"
2023,"UC Santa Barbara","BW",14,"R64","0.6126","-0.182","-1.5","-2.894",27,"110.0","-1.224","105.7","-9.145","17.0","18.5","26.3","26.1","34.4","29.2","54.8","49.3","34.8","34.6","64.4",0,"0.15","-0.150","-10.701","61","-9.236","-1.465","-4.507","-6.194"
2014,"American","Pat",15,"R64","0.6178","-0.177","-5.5","-6.894",20,"101.8","-9.424","97.7","-1.145","23.1","19.6","26.5","29.7","35.0","40.7","55.1","45.7","37.9","31.9","61.4",0,"0.25","-0.250","-10.996","59","-12.279","1.283","-4.507","-6.489"
2017,"Winthrop","BSth",13,"R64","0.6106","-0.184","-1.8","-3.194",26,"105.3","-5.924","101.3","-4.745","17.8","18.6","26.3","28.4","38.2","34.5","50.9","45.9","37.9","32.1","72.3",0,"0.22","-0.220","-11.073","56","-6.387","-4.686","-4.507","-6.566"
2022,"Colgate","Pat",14,"R64","0.6026","-0.192","-6.1","-7.494",23,"107.0","-4.224","103.2","-6.645","16.9","16.0","26.6","25.1","26.3","24.1","52.1","48.0","40.4","33.7","67.0",0,"0.15","-0.150","-11.211","55","-9.236","-1.975","-4.507","-6.704"
2022,"Akron","MAC",13,"R64","0.6041","-0.191","-4.3","-5.694",24,"105.5","-5.724","101.7","-5.145","17.7","17.5","29.0","26.4","39.3","26.1","52.2","47.4","35.3","34.8","61.9",0,"0.22","-0.220","-11.280","56","-6.387","-4.893","-4.507","-6.773"
2022,"Georgia St.","SB",16,"R64","0.5983","-0.197","-5.1","-6.494",18,"101.9","-9.324","98.4","-1.845","16.6","22.1","32.5","31.0","30.4","33.2","42.5","46.2","32.4","37.5","67.3",0,"0.03","-0.030","-11.396","57","-18.810","7.414","-4.507","-6.889"
2015,"Wyoming","MWC",12,"R64","0.6121","-0.183","-1.6","-2.994",23,"102.1","-9.124","98.2","-1.645","18.8","17.9","22.0","27.0","40.4","27.0","54.4","44.0","32.6","34.9","59.2",0,"0.45","-0.450","-11.402","56","-3.085","-8.317","-4.507","-6.895"
2015,"UAB","CUSA",14,"R32","0.5721","-0.223","-7.5","-8.894",19,"102.7","-8.524","100.1","-3.545","20.1","19.7","34.2","33.1","35.7","33.6","46.6","47.4","33.2","31.9","65.3",1,"0.15","0.850","-11.442","57","-9.236","-2.206","2.709","-14.151"
2013,"Pacific","BW",15,"R64","0.5991","-0.196","-5.1","-6.494",20,"104.7","-6.524","101.1","-4.545","17.8","20.0","29.2","30.8","37.7","39.3","46.8","48.0","38.9","35.4","63.4",0,"0.25","-0.250","-11.515","59","-12.279","0.764","-4.507","-7.008"
2019,"Colgate","Pat",15,"R64","0.5961","-0.199","-4.4","-5.794",24,"109.1","-2.124","105.5","-8.945","19.3","17.8","30.2","27.1","28.4","28.2","53.5","50.5","39.5","33.9","67.9",0,"0.25","-0.250","-11.518","59","-12.279","0.761","-4.507","-7.011"
2017,"Iona","MAAC",14,"R64","0.5879","-0.207","-5.8","-7.194",22,"109.3","-1.924","106.0","-9.445","16.5","18.0","27.0","32.1","31.0","33.4","49.3","47.7","39.7","36.1","71.7",0,"0.15","-0.150","-11.726","57","-9.236","-2.490","-4.507","-7.219"
2022,"Delaware","CAA",15,"R64","0.5908","-0.204","-5.5","-6.894",22,"106.5","-4.724","103.2","-6.645","18.3","18.5","26.7","31.3","34.5","29.1","54.4","47.7","34.5","35.4","66.6",0,"0.25","-0.250","-11.823","58","-12.279","0.456","-4.507","-7.316"
2021,"Drexel","CAA",16,"R64","0.5768","-0.218","-4.5","-5.894",12,"107.9","-3.324","105.0","-8.445","19.6","16.4","29.4","24.3","28.5","27.2","53.5","50.4","37.2","32.1","64.4",0,"0.03","-0.030","-12.017","59","-18.810","6.793","-4.507","-7.510"
2019,"Montana","BSky",15,"R64","0.5812","-0.214","-3.2","-4.594",26,"106.2","-5.024","103.2","-6.645","17.3","19.2","27.4","24.9","31.6","37.3","55.6","49.3","37.8","34.4","68.0",0,"0.25","-0.250","-12.133","60","-12.279","0.146","-4.507","-7.626"
2016,"Buffalo","MAC",14,"R64","0.5746","-0.220","-5.8","-7.194",19,"105.1","-6.124","102.4","-5.845","18.8","17.7","31.8","28.7","41.6","37.8","49.0","48.8","33.7","34.3","72.9",0,"0.15","-0.150","-12.339","59","-9.236","-3.103","-4.507","-7.832"
2015,"Albany","AE",14,"R64","0.5749","-0.220","-3.3","-4.694",24,"104.9","-6.324","102.2","-5.645","18.8","20.1","32.6","26.0","39.0","30.4","47.9","46.2","35.8","36.2","61.3",0,"0.15","-0.150","-12.339","58","-9.236","-3.103","-4.507","-7.832"
2013,"Northwestern St.","Slnd",14,"R64","0.5730","-0.222","-3.2","-4.594",19,"104.8","-6.424","102.1","-5.545","19.2","21.7","34.8","37.3","40.3","40.5","50.0","46.8","31.0","33.9","73.0",0,"0.15","-0.150","-12.341","60","-9.236","-3.105","-4.507","-7.834"
2016,"Green Bay","Horz",14,"R64","0.5729","-0.222","-4.5","-5.894",21,"106.9","-4.324","104.2","-7.645","15.8","21.1","30.9","32.0","42.2","35.8","48.5","50.0","35.0","36.3","77.3",0,"0.15","-0.150","-12.341","60","-9.236","-3.105","-4.507","-7.834"
2021,"Morehead St.","OVC",14,"R64","0.5778","-0.217","-2.0","-3.394",23,"99.3","-11.924","96.7","-0.145","22.9","18.0","31.3","24.9","36.8","23.1","51.8","47.6","34.7","30.7","65.6",0,"0.15","-0.150","-12.436","60","-9.236","-3.200","-4.507","-7.929"
2018,"College of Charleston","CAA",13,"R64","0.5685","-0.227","-2.1","-3.494",26,"106.8","-4.424","104.3","-7.745","15.1","17.8","25.5","27.9","36.6","32.1","52.0","48.7","35.9","34.6","66.0",0,"0.22","-0.220","-12.616","59","-6.387","-6.229","-4.507","-8.109"
2015,"Eastern Washington","BSky",13,"R64","0.5648","-0.230","-2.6","-3.994",23,"110.1","-1.124","107.6","-11.045","15.9","17.8","29.3","30.7","35.2","36.0","52.2","49.2","39.3","38.7","68.5",0,"0.22","-0.220","-12.619","59","-6.387","-6.232","-4.507","-8.112"
2013,"Albany","AE",15,"R64","0.5722","-0.223","-4.5","-5.894",24,"101.2","-10.024","98.7","-2.145","21.2","19.9","31.7","28.2","40.0","27.8","46.7","47.6","37.0","33.1","63.2",0,"0.25","-0.250","-12.642","61","-12.279","-0.363","-4.507","-8.135"
2022,"Jacksonville St.","ASun",15,"R64","0.5638","-0.231","-5.2","-6.594",21,"104.5","-6.724","102.2","-5.645","19.7","17.1","28.2","27.0","32.1","21.6","51.0","47.5","38.0","32.7","65.1",0,"0.25","-0.250","-12.850","59","-12.279","-0.571","-4.507","-8.343"
2018,"Wright St.","Horz",14,"R64","0.5638","-0.231","-3.5","-4.894",25,"99.4","-11.824","97.2","-0.645","18.6","21.0","28.7","25.3","35.3","29.9","47.7","45.8","33.5","34.7","69.3",0,"0.15","-0.150","-12.850","60","-9.236","-3.614","-4.507","-8.343"
2014,"Western Michigan","MAC",14,"R64","0.5605","-0.235","-2.9","-4.294",22,"104.7","-6.524","102.5","-5.945","20.9","18.5","31.0","32.0","51.4","34.7","53.7","47.8","32.6","31.5","67.0",0,"0.15","-0.150","-12.854","60","-9.236","-3.618","-4.507","-8.347"
